region_id	probe_id	probe_chr	probe_position	genome_build
PROPGER_DMR_0139	cg16609921	chr16	83965208	hg19
PROPGER_DMR_0139	cg17935730	chr16	83964775	hg19
PROPGER_DMR_0140	cg09957864	chr8	145728526	hg19
PROPGER_DMR_0140	cg25600446	chr8	145728543	hg19
PROPGER_DMR_0140	cg05241828	chr8	145728507	hg19
PROPGER_DMR_0140	cg07658280	chr8	145728490	hg19
PROPGER_DMR_0140	cg26572973	chr8	145728501	hg19
PROPGER_DMR_0140	cg19352605	chr8	145728630	hg19
PROPGER_DMR_0140	cg00280345	chr8	145728388	hg19
PROPGER_DMR_0140	cg16582889	chr8	145728438	hg19
PROPGER_DMR_0141	cg23468699	chr14	101526893	hg19
PROPGER_DMR_0141	cg26116969	chr14	101526807	hg19
PROPGER_DMR_0141	cg19631264	chr14	101526802	hg19
PROPGER_DMR_0141	cg20474788	chr14	101527072	hg19
PROPGER_DMR_0141	cg21176597	chr14	101526870	hg19
PROPGER_DMR_0141	cg11869269	chr14	101527046	hg19
PROPGER_DMR_0141	cg15171962	chr14	101526866	hg19
PROPGER_DMR_0141	cg02883666	chr14	101526670	hg19
PROPGER_DMR_0142	cg09053081	chr20	44746392	hg19
PROPGER_DMR_0142	cg24575067	chr20	44746902	hg19
PROPGER_DMR_0142	cg01943874	chr20	44746944	hg19
PROPGER_DMR_0142	cg17929951	chr20	44746681	hg19
PROPGER_DMR_0142	cg06571407	chr20	44746823	hg19
PROPGER_DMR_0142	cg11841529	chr20	44746751	hg19
PROPGER_DMR_0142	cg22232207	chr20	44746825	hg19
PROPGER_DMR_0143	cg17592461	chr6	29857512	hg19
PROPGER_DMR_0143	cg21184204	chr6	29857521	hg19
PROPGER_DMR_0143	cg21032476	chr6	29857569	hg19
PROPGER_DMR_0144	cg13138089	chr2	233251770	hg19
PROPGER_DMR_0144	cg24767131	chr2	233251881	hg19
PROPGER_DMR_0144	cg02812891	chr2	233251773	hg19
PROPGER_DMR_0145	cg22175303	chr3	138327450	hg19
PROPGER_DMR_0145	cg15916166	chr3	138327519	hg19
PROPGER_DMR_0145	cg13538845	chr3	138327501	hg19
PROPGER_DMR_0145	cg18178505	chr3	138327582	hg19
PROPGER_DMR_0145	cg06309968	chr3	138327387	hg19
PROPGER_DMR_0145	cg02712878	chr3	138327370	hg19
PROPGER_DMR_0145	cg04148458	chr3	138327707	hg19
PROPGER_DMR_0145	cg19188109	chr3	138327414	hg19
PROPGER_DMR_0146	cg03656877	chr6	28983178	hg19
PROPGER_DMR_0146	cg20373401	chr6	28983164	hg19
PROPGER_DMR_0146	cg10933494	chr6	28983143	hg19
PROPGER_DMR_0146	cg16568131	chr6	28983079	hg19
PROPGER_DMR_0147	cg11612799	chr3	113933175	hg19
PROPGER_DMR_0147	cg20279977	chr3	113933043	hg19
PROPGER_DMR_0147	cg07113025	chr3	113933023	hg19
PROPGER_DMR_0147	cg09626521	chr3	113933104	hg19
PROPGER_DMR_0148	cg13692222	chr14	105683925	hg19
PROPGER_DMR_0148	cg04835431	chr14	105684005	hg19
PROPGER_DMR_0148	cg10984327	chr14	105683798	hg19
PROPGER_DMR_0149	cg04088773	chr5	16936478	hg19
PROPGER_DMR_0149	cg07705810	chr5	16936470	hg19
PROPGER_DMR_0149	cg05938628	chr5	16936458	hg19
PROPGER_DMR_0149	cg08222399	chr5	16936466	hg19
PROPGER_DMR_0149	cg17942573	chr5	16936391	hg19
PROPGER_DMR_0149	cg18485193	chr5	16936369	hg19
PROPGER_DMR_0149	cg17104870	chr5	16936472	hg19
PROPGER_DMR_0150	cg01847021	chr7	4877595	hg19
PROPGER_DMR_0150	cg07048244	chr7	4877722	hg19
PROPGER_DMR_0150	cg15022678	chr7	4877609	hg19
PROPGER_DMR_0150	cg02464821	chr7	4877871	hg19
PROPGER_DMR_0151	cg04906797	chr17	41382128	hg19
PROPGER_DMR_0151	cg14399552	chr17	41382237	hg19
PROPGER_DMR_0151	cg13432524	chr17	41381918	hg19
PROPGER_DMR_0151	cg19078853	chr17	41382209	hg19
PROPGER_DMR_0151	cg17196448	chr17	41382201	hg19
PROPGER_DMR_0151	cg00877758	chr17	41382140	hg19
PROPGER_DMR_0152	cg19873602	chr6	170590788	hg19
PROPGER_DMR_0152	cg07920838	chr6	170590694	hg19
PROPGER_DMR_0152	cg00254486	chr6	170591088	hg19
PROPGER_DMR_0153	cg00613384	chr12	6982548	hg19
PROPGER_DMR_0153	cg13449363	chr12	6982384	hg19
PROPGER_DMR_0153	cg22985390	chr12	6982529	hg19
PROPGER_DMR_0153	cg22855052	chr12	6982535	hg19
PROPGER_DMR_0153	cg26309352	chr12	6982542	hg19
PROPGER_DMR_0153	cg06176834	chr12	6982540	hg19
PROPGER_DMR_0153	cg01097940	chr12	6982320	hg19
PROPGER_DMR_0154	cg24475182	chr8	2585666	hg19
PROPGER_DMR_0154	cg03427322	chr8	2586002	hg19
PROPGER_DMR_0154	cg23099839	chr8	2585976	hg19
PROPGER_DMR_0154	cg21603676	chr8	2585945	hg19
PROPGER_DMR_0154	cg02210441	chr8	2586008	hg19
PROPGER_DMR_0155	cg14782266	chr2	42565367	hg19
PROPGER_DMR_0155	cg06493695	chr2	42565378	hg19
PROPGER_DMR_0155	cg03454357	chr2	42565216	hg19
PROPGER_DMR_0156	cg15153118	chr2	242798478	hg19
PROPGER_DMR_0156	cg20601192	chr2	242798443	hg19
PROPGER_DMR_0156	cg04789125	chr2	242798512	hg19
PROPGER_DMR_0157	cg04834608	chr16	3706634	hg19
PROPGER_DMR_0157	cg02371802	chr16	3706696	hg19
PROPGER_DMR_0157	cg01328436	chr16	3706792	hg19
PROPGER_DMR_0158	cg19162300	chr6	33860869	hg19
PROPGER_DMR_0158	cg19102740	chr6	33860642	hg19
PROPGER_DMR_0158	cg18703101	chr6	33860623	hg19
PROPGER_DMR_0159	cg03885098	chr1	207991780	hg19
PROPGER_DMR_0159	cg15456742	chr1	207991729	hg19
PROPGER_DMR_0159	cg11109027	chr1	207991720	hg19
PROPGER_DMR_0160	cg22617898	chr19	18313388	hg19
PROPGER_DMR_0160	cg09998451	chr19	18313429	hg19
PROPGER_DMR_0160	cg21529164	chr19	18313289	hg19
PROPGER_DMR_0161	cg11265041	chr5	1036462	hg19
PROPGER_DMR_0161	cg09644836	chr5	1036465	hg19
PROPGER_DMR_0161	cg08840616	chr5	1036426	hg19
PROPGER_DMR_0162	cg15480305	chr4	2252007	hg19
PROPGER_DMR_0162	cg09579561	chr4	2252195	hg19
PROPGER_DMR_0162	cg00257712	chr4	2251938	hg19
PROPGER_DMR_0163	cg21204530	chr5	172306136	hg19
PROPGER_DMR_0163	cg16119483	chr5	172306099	hg19
PROPGER_DMR_0163	cg16345114	chr5	172306112	hg19
PROPGER_DMR_0164	cg04746799	chr12	79439106	hg19
PROPGER_DMR_0164	cg05773164	chr12	79439075	hg19
PROPGER_DMR_0164	cg15703165	chr12	79439099	hg19
PROPGER_DMR_0165	cg00557959	chr13	113296414	hg19
PROPGER_DMR_0165	cg15756319	chr13	113296447	hg19
PROPGER_DMR_0165	cg08183074	chr13	113296369	hg19
PROPGER_DMR_0166	cg18375902	chr4	7764949	hg19
PROPGER_DMR_0166	cg19405718	chr4	7764996	hg19
PROPGER_DMR_0166	cg24366493	chr4	7765033	hg19
PROPGER_DMR_0167	cg12064134	chr16	90016061	hg19
PROPGER_DMR_0167	cg05185784	chr16	90016020	hg19
PROPGER_DMR_0167	cg25193494	chr16	90016004	hg19
